Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events > t,-718,0.0,0.0
Sum of contribution of events ≤ t,-718,-0.03127175567299128,0.0
Sum of contribution of events > t,-719,0.0,0.0
Sum of contribution of events ≤ t,-719,-0.030857211235910655,0.0
Sum of contribution of events > t,-720,0.0,0.0
Sum of contribution of events ≤ t,-720,-0.03044478620402515,0.0
Sum of contribution of events > t,-721,0.0,0.0
Sum of contribution of events ≤ t,-721,-0.03003454882465303,0.0
Sum of contribution of events > t,-722,0.0,0.0
Sum of contribution of events ≤ t,-722,-0.029626579385250807,0.0
Sum of contribution of events > t,-723,0.0,0.0
Sum of contribution of events ≤ t,-723,-0.029220791298896074,0.0
Sum of contribution of events > t,-724,0.0,0.0
Sum of contribution of events ≤ t,-724,-0.028817294284701346,0.0
Sum of contribution of events > t,-725,0.0,0.0
Sum of contribution of events ≤ t,-725,-0.028416090466082095,0.0
Sum of contribution of events > t,-726,0.0,0.0
Sum of contribution of events ≤ t,-726,-0.028017180791124703,0.0
Sum of contribution of events > t,-727,0.0,0.0
Sum of contribution of events ≤ t,-727,-0.027620559299364685,0.0
Sum of contribution of events > t,-728,0.0,0.0
Sum of contribution of events ≤ t,-728,-0.02722625419870019,0.0
Sum of contribution of events > t,-729,0.0,0.0
Sum of contribution of events ≤ t,-729,-0.026834235046058894,0.0
Sum of contribution of events > t,-730,0.0,0.0
Sum of contribution of events ≤ t,-730,-0.026444460915401577,0.0
Sum of contribution of events > t,-731,0.0,0.0
Sum of contribution of events ≤ t,-731,-0.026056965842843057,0.0
Sum of contribution of events > t,-732,0.0,0.0
Sum of contribution of events ≤ t,-732,-0.025671622693538666,0.0
Sum of contribution of events > t,-733,0.0,0.0
Sum of contribution of events ≤ t,-733,-0.0252883360311389,0.0
Sum of contribution of events > t,-734,0.0,0.0
Sum of contribution of events ≤ t,-734,-0.02490702409669757,0.0
Sum of contribution of events > t,-735,0.0,0.0
Sum of contribution of events ≤ t,-735,-0.024527491295710205,0.0
Sum of contribution of events > t,-736,0.0,0.0
Sum of contribution of events ≤ t,-736,-0.02414954658411443,0.0
Sum of contribution of events > t,-737,0.0,0.0
Sum of contribution of events ≤ t,-737,-0.02377287063933909,0.0
Sum of contribution of events > t,-738,0.0,0.0
Sum of contribution of events ≤ t,-738,-0.023397087905555964,0.0
Sum of contribution of events > t,-739,0.0,0.0
Sum of contribution of events ≤ t,-739,-0.02302163968794048,0.0
Sum of contribution of events > t,-740,0.0,0.0
Sum of contribution of events ≤ t,-740,-0.022645950807258487,0.0
Sum of contribution of events > t,-741,0.0,0.0
Sum of contribution of events ≤ t,-741,-0.02219769150018692,0.0
Sum of contribution of events > t,-742,0.0,0.0
Sum of contribution of events ≤ t,-742,-0.021750611081719398,0.0
Sum of contribution of events > t,-743,0.0,0.0
Sum of contribution of events ≤ t,-743,-0.02130476550012827,0.0
Sum of contribution of events > t,-744,0.0,0.0
Sum of contribution of events ≤ t,-744,-0.020860313888639213,0.0
Sum of contribution of events > t,-745,0.0,0.0
Sum of contribution of events ≤ t,-745,-0.020417359631508588,0.0
Sum of contribution of events > t,-746,0.0,0.0
Sum of contribution of events ≤ t,-746,-0.01997601837851107,0.0
Sum of contribution of events > t,-747,0.0,0.0
Sum of contribution of events ≤ t,-747,-0.019536468897014856,0.0
Sum of contribution of events > t,-748,0.0,0.0
Sum of contribution of events ≤ t,-748,-0.019098811415955423,0.0
Sum of contribution of events > t,-749,0.0,0.0
Sum of contribution of events ≤ t,-749,-0.018663220688700678,0.0
Sum of contribution of events > t,-750,0.0,0.0
Sum of contribution of events ≤ t,-750,-0.018229815404862165,0.0
Sum of contribution of events > t,-751,0.0,0.0
Sum of contribution of events ≤ t,-751,-0.01779879511334002,0.0
Sum of contribution of events > t,-752,0.0,0.0
Sum of contribution of events ≤ t,-752,-0.017370349848642944,0.0
Sum of contribution of events > t,-753,0.0,0.0
Sum of contribution of events ≤ t,-753,-0.01694453580491245,0.0
Sum of contribution of events > t,-754,0.0,0.0
Sum of contribution of events ≤ t,-754,-0.016521584494039416,0.0
Sum of contribution of events > t,-755,0.0,0.0
Sum of contribution of events ≤ t,-755,-0.0161017077434808,0.0
Sum of contribution of events > t,-756,0.0,0.0
Sum of contribution of events ≤ t,-756,-0.015685055054724218,0.0
Sum of contribution of events > t,-757,0.0,0.0
Sum of contribution of events ≤ t,-757,-0.015271824326366186,0.0
Sum of contribution of events > t,-758,0.0,0.0
Sum of contribution of events ≤ t,-758,-0.014862166102975607,0.0
Sum of contribution of events > t,-759,0.0,0.0
Sum of contribution of events ≤ t,-759,-0.014456323504447937,0.0
Sum of contribution of events > t,-760,0.0,0.0
Sum of contribution of events ≤ t,-760,-0.014054439213126898,0.0
Sum of contribution of events > t,-761,0.0,0.0
Sum of contribution of events ≤ t,-761,-0.01365674396790564,0.0
Sum of contribution of events > t,-762,0.0,0.0
Sum of contribution of events ≤ t,-762,-0.013263366032391786,0.0
Sum of contribution of events > t,-763,0.0,0.0
Sum of contribution of events ≤ t,-763,-0.01287449318729341,0.0
Sum of contribution of events > t,-764,0.0,0.0
Sum of contribution of events ≤ t,-764,-0.01249034184217453,0.0
Sum of contribution of events > t,-765,0.0,0.0
Sum of contribution of events ≤ t,-765,-0.012111068671569228,0.0
Sum of contribution of events > t,-766,0.0,0.0
Sum of contribution of events ≤ t,-766,-0.0117367852460593,0.0
Sum of contribution of events > t,-767,0.0,0.0
Sum of contribution of events ≤ t,-767,-0.011367687642574311,0.0
Sum of contribution of events > t,-768,0.0,0.0
Sum of contribution of events ≤ t,-768,-0.01100392334535718,0.0
Sum of contribution of events > t,-769,0.0,0.0
Sum of contribution of events ≤ t,-769,-0.010645619686692953,0.0
Sum of contribution of events > t,-770,0.0,0.0
Sum of contribution of events ≤ t,-770,-0.010292820919305086,0.0
Sum of contribution of events > t,-771,0.0,0.0
Sum of contribution of events ≤ t,-771,-0.009945744259282947,0.0
Sum of contribution of events > t,-772,0.0,0.0
Sum of contribution of events ≤ t,-772,-0.009604420935735106,0.0
Sum of contribution of events > t,-773,0.0,0.0
Sum of contribution of events ≤ t,-773,-0.00926891970448196,0.0
Sum of contribution of events > t,-774,0.0,0.0
Sum of contribution of events ≤ t,-774,-0.008939300633966923,0.0
Sum of contribution of events > t,-775,0.0,0.0
Sum of contribution of events ≤ t,-775,-0.008615596650168299,0.0
Sum of contribution of events > t,-776,0.0,0.0
Sum of contribution of events ≤ t,-776,-0.008297866422683,0.0
Sum of contribution of events > t,-777,0.0,0.0
Sum of contribution of events ≤ t,-777,-0.007986097851768136,0.0
Sum of contribution of events > t,-778,0.0,0.0
Sum of contribution of events ≤ t,-778,-0.007680330647155642,0.0
Sum of contribution of events > t,-779,0.0,0.0
Sum of contribution of events ≤ t,-779,-0.0073805018328130245,0.0
Sum of contribution of events > t,-780,0.0,0.0
Sum of contribution of events ≤ t,-780,-0.00708658167347312,0.0
Sum of contribution of events > t,-781,0.0,0.0
Sum of contribution of events ≤ t,-781,-0.0066860127095133065,0.0
Sum of contribution of events > t,-782,0.0,0.0
Sum of contribution of events ≤ t,-782,-0.006289641713723541,0.0
Sum of contribution of events > t,-783,0.0,0.0
Sum of contribution of events ≤ t,-783,-0.005897711979225278,0.0
Sum of contribution of events > t,-784,0.0,0.0
Sum of contribution of events ≤ t,-784,-0.005510245500132441,0.0
Sum of contribution of events > t,-785,0.0,0.0
Sum of contribution of events ≤ t,-785,-0.005127348527312278,0.0
Sum of contribution of events > t,-786,0.0,0.0
Sum of contribution of events ≤ t,-786,-0.004749118562787771,0.0
Sum of contribution of events > t,-787,0.0,0.0
Sum of contribution of events ≤ t,-787,-0.004375654036179185,0.0
Sum of contribution of events > t,-788,0.0,0.0
Sum of contribution of events ≤ t,-788,-0.004007041864097119,0.0
Sum of contribution of events > t,-789,0.0,0.0
Sum of contribution of events ≤ t,-789,-0.0036433909013867376,0.0
Sum of contribution of events > t,-790,0.0,0.0
Sum of contribution of events ≤ t,-790,-0.0032848038971424105,0.0
Sum of contribution of events > t,-791,0.0,0.0
Sum of contribution of events ≤ t,-791,-0.0029313754234462975,0.0
Sum of contribution of events > t,-792,0.0,0.0
Sum of contribution of events ≤ t,-792,-0.0025831752847880127,0.0
Sum of contribution of events > t,-793,0.0,0.0
Sum of contribution of events ≤ t,-793,-0.0022403382640331982,0.0
Sum of contribution of events > t,-794,0.0,0.0
Sum of contribution of events ≤ t,-794,-0.0019029701501131057,0.0
Sum of contribution of events > t,-795,0.0,0.0
Sum of contribution of events ≤ t,-795,-0.0015711650885641575,0.0
Sum of contribution of events > t,-796,0.0,0.0
Sum of contribution of events ≤ t,-796,-0.001245023988187313,0.0
Sum of contribution of events > t,-797,0.0,0.0
Sum of contribution of events ≤ t,-797,-0.0009246985781937837,0.0
Sum of contribution of events > t,-798,0.0,0.0
Sum of contribution of events ≤ t,-798,-0.0006103052776306868,0.0
Sum of contribution of events > t,-799,0.0,0.0
Sum of contribution of events ≤ t,-799,-0.00030200922116637227,0.0
Sum of contribution of events > t,-800,0.0,0.0
Sum of contribution of events ≤ t,-800,7.450580596923828e-12,0.0
Sum of contribution of events > t,-801,0.0,0.0
Sum of contribution of events ≤ t,-801,7.450580596923828e-12,0.0
Sum of contribution of events > t,-802,0.0,0.0
Sum of contribution of events ≤ t,-802,7.450580596923828e-12,0.0
Sum of contribution of events > t,-803,0.0,0.0
Sum of contribution of events ≤ t,-803,7.450580596923828e-12,0.0
Sum of contribution of events > t,-804,0.0,0.0
Sum of contribution of events ≤ t,-804,7.450580596923828e-12,0.0
Sum of contribution of events > t,-805,0.0,0.0
Sum of contribution of events ≤ t,-805,7.450580596923828e-12,0.0
Sum of contribution of events > t,-806,0.0,0.0
Sum of contribution of events ≤ t,-806,7.450580596923828e-12,0.0
Sum of contribution of events > t,-807,0.0,0.0
Sum of contribution of events ≤ t,-807,7.450580596923828e-12,0.0
Sum of contribution of events > t,-808,0.0,0.0
Sum of contribution of events ≤ t,-808,7.450580596923828e-12,0.0
Sum of contribution of events > t,-809,0.0,0.0
Sum of contribution of events ≤ t,-809,7.450580596923828e-12,0.0
Sum of contribution of events > t,-810,0.0,0.0
Sum of contribution of events ≤ t,-810,7.450580596923828e-12,0.0
Sum of contribution of events > t,-811,0.0,0.0
Sum of contribution of events ≤ t,-811,7.450580596923828e-12,0.0
Sum of contribution of events > t,-812,0.0,0.0
Sum of contribution of events ≤ t,-812,7.450580596923828e-12,0.0
Sum of contribution of events > t,-813,0.0,0.0
Sum of contribution of events ≤ t,-813,7.450580596923828e-12,0.0
Sum of contribution of events > t,-814,0.0,0.0
Sum of contribution of events ≤ t,-814,7.450580596923828e-12,0.0
Sum of contribution of events > t,-815,0.0,0.0
Sum of contribution of events ≤ t,-815,7.450580596923828e-12,0.0
Sum of contribution of events > t,-816,0.0,0.0
Sum of contribution of events ≤ t,-816,7.450580596923828e-12,0.0
Sum of contribution of events > t,-817,0.0,0.0
Sum of contribution of events ≤ t,-817,7.450580596923828e-12,0.0
Sum of contribution of events > t,-818,0.0,0.0
Sum of contribution of events ≤ t,-818,7.450580596923828e-12,0.0
Sum of contribution of events > t,-819,0.0,0.0
Sum of contribution of events ≤ t,-819,7.450580596923828e-12,0.0
Sum of contribution of events > t,-820,0.0,0.0
Sum of contribution of events ≤ t,-820,7.450580596923828e-12,0.0
Sum of contribution of events > t,-821,0.0,0.0
Sum of contribution of events ≤ t,-821,7.450580596923828e-12,0.0
Sum of contribution of events > t,-822,0.0,0.0
Sum of contribution of events ≤ t,-822,7.450580596923828e-12,0.0
Sum of contribution of events > t,-823,0.0,0.0
Sum of contribution of events ≤ t,-823,7.450580596923828e-12,0.0
Sum of contribution of events > t,-824,0.0,0.0
Sum of contribution of events ≤ t,-824,7.450580596923828e-12,0.0
Sum of contribution of events > t,-825,0.0,0.0
Sum of contribution of events ≤ t,-825,7.450580596923828e-12,0.0
Sum of contribution of events > t,-826,0.0,0.0
Sum of contribution of events ≤ t,-826,7.450580596923828e-12,0.0
Sum of contribution of events > t,-827,0.0,0.0
Sum of contribution of events ≤ t,-827,7.450580596923828e-12,0.0
Sum of contribution of events > t,-828,0.0,0.0
Sum of contribution of events ≤ t,-828,7.450580596923828e-12,0.0
Sum of contribution of events > t,-829,0.0,0.0
Sum of contribution of events ≤ t,-829,7.450580596923828e-12,0.0
Sum of contribution of events > t,-830,0.0,0.0
Sum of contribution of events ≤ t,-830,7.450580596923828e-12,0.0
Sum of contribution of events > t,-831,0.0,0.0
Sum of contribution of events ≤ t,-831,7.450580596923828e-12,0.0
Sum of contribution of events > t,-832,0.0,0.0
Sum of contribution of events ≤ t,-832,7.450580596923828e-12,0.0
Sum of contribution of events > t,-833,0.0,0.0
Sum of contribution of events ≤ t,-833,7.450580596923828e-12,0.0
Sum of contribution of events > t,-834,0.0,0.0
Sum of contribution of events ≤ t,-834,7.450580596923828e-12,0.0
Sum of contribution of events > t,-835,0.0,0.0
Sum of contribution of events ≤ t,-835,7.450580596923828e-12,0.0
Sum of contribution of events > t,-836,0.0,0.0
Sum of contribution of events ≤ t,-836,7.450580596923828e-12,0.0
Sum of contribution of events > t,-837,0.0,0.0
Sum of contribution of events ≤ t,-837,7.450580596923828e-12,0.0
Sum of contribution of events > t,-838,0.0,0.0
Sum of contribution of events ≤ t,-838,7.450580596923828e-12,0.0
Sum of contribution of events > t,-839,0.0,0.0
Sum of contribution of events ≤ t,-839,7.450580596923828e-12,0.0
Sum of contribution of events > t,-840,0.0,0.0
Sum of contribution of events ≤ t,-840,7.450580596923828e-12,0.0
Sum of contribution of events > t,-841,0.0,0.0
Sum of contribution of events ≤ t,-841,7.450580596923828e-12,0.0
Sum of contribution of events > t,-842,0.0,0.0
Sum of contribution of events ≤ t,-842,7.450580596923828e-12,0.0
Sum of contribution of events > t,-843,0.0,0.0
Sum of contribution of events ≤ t,-843,7.450580596923828e-12,0.0
Sum of contribution of events > t,-844,0.0,0.0
Sum of contribution of events ≤ t,-844,7.450580596923828e-12,0.0
Sum of contribution of events > t,-845,0.0,0.0
Sum of contribution of events ≤ t,-845,7.450580596923828e-12,0.0
Sum of contribution of events > t,-846,0.0,0.0
Sum of contribution of events ≤ t,-846,7.450580596923828e-12,0.0
Sum of contribution of events > t,-847,0.0,0.0
Sum of contribution of events ≤ t,-847,7.450580596923828e-12,0.0
Sum of contribution of events > t,-848,0.0,0.0
Sum of contribution of events ≤ t,-848,7.450580596923828e-12,0.0
Sum of contribution of events > t,-849,0.0,0.0
Sum of contribution of events ≤ t,-849,7.450580596923828e-12,0.0
Sum of contribution of events > t,-850,0.0,0.0
Sum of contribution of events ≤ t,-850,7.450580596923828e-12,0.0
Sum of contribution of events > t,-851,0.0,0.0
Sum of contribution of events ≤ t,-851,7.450580596923828e-12,0.0
Sum of contribution of events > t,-852,0.0,0.0
Sum of contribution of events ≤ t,-852,7.450580596923828e-12,0.0
Sum of contribution of events > t,-853,0.0,0.0
Sum of contribution of events ≤ t,-853,7.450580596923828e-12,0.0
Sum of contribution of events > t,-854,0.0,0.0
Sum of contribution of events ≤ t,-854,7.450580596923828e-12,0.0
Sum of contribution of events > t,-855,0.0,0.0
Sum of contribution of events ≤ t,-855,7.450580596923828e-12,0.0
Sum of contribution of events > t,-856,0.0,0.0
Sum of contribution of events ≤ t,-856,7.450580596923828e-12,0.0
Sum of contribution of events > t,-857,0.0,0.0
Sum of contribution of events ≤ t,-857,7.450580596923828e-12,0.0
Sum of contribution of events > t,-858,0.0,0.0
Sum of contribution of events ≤ t,-858,7.450580596923828e-12,0.0
Sum of contribution of events > t,-859,0.0,0.0
Sum of contribution of events ≤ t,-859,7.450580596923828e-12,0.0
Sum of contribution of events > t,-860,0.0,0.0
Sum of contribution of events ≤ t,-860,7.450580596923828e-12,0.0
Sum of contribution of events > t,-861,0.0,0.0
Sum of contribution of events ≤ t,-861,7.450580596923828e-12,0.0
Sum of contribution of events > t,-862,0.0,0.0
Sum of contribution of events ≤ t,-862,7.450580596923828e-12,0.0
Sum of contribution of events > t,-863,0.0,0.0
Sum of contribution of events ≤ t,-863,7.450580596923828e-12,0.0
Sum of contribution of events > t,-864,0.0,0.0
Sum of contribution of events ≤ t,-864,7.450580596923828e-12,0.0
Sum of contribution of events > t,-865,0.0,0.0
Sum of contribution of events ≤ t,-865,7.450580596923828e-12,0.0
Sum of contribution of events > t,-866,0.0,0.0
Sum of contribution of events ≤ t,-866,7.450580596923828e-12,0.0
Sum of contribution of events > t,-867,0.0,0.0
Sum of contribution of events ≤ t,-867,7.450580596923828e-12,0.0
Sum of contribution of events > t,-868,0.0,0.0
Sum of contribution of events ≤ t,-868,7.450580596923828e-12,0.0
Sum of contribution of events > t,-869,0.0,0.0
Sum of contribution of events ≤ t,-869,7.450580596923828e-12,0.0
Sum of contribution of events > t,-870,0.0,0.0
Sum of contribution of events ≤ t,-870,7.450580596923828e-12,0.0
Sum of contribution of events > t,-871,0.0,0.0
Sum of contribution of events ≤ t,-871,7.450580596923828e-12,0.0
Sum of contribution of events > t,-872,0.0,0.0
Sum of contribution of events ≤ t,-872,7.450580596923828e-12,0.0
Sum of contribution of events > t,-873,0.0,0.0
Sum of contribution of events ≤ t,-873,7.450580596923828e-12,0.0
Sum of contribution of events > t,-874,0.0,0.0
Sum of contribution of events ≤ t,-874,7.450580596923828e-12,0.0
Sum of contribution of events > t,-875,0.0,0.0
Sum of contribution of events ≤ t,-875,7.450580596923828e-12,0.0
Sum of contribution of events > t,-876,0.0,0.0
Sum of contribution of events ≤ t,-876,7.450580596923828e-12,0.0
Sum of contribution of events > t,-877,0.0,0.0
Sum of contribution of events ≤ t,-877,7.450580596923828e-12,0.0
Sum of contribution of events > t,-878,0.0,0.0
Sum of contribution of events ≤ t,-878,7.450580596923828e-12,0.0
Sum of contribution of events > t,-879,0.0,0.0
Sum of contribution of events ≤ t,-879,7.450580596923828e-12,0.0
Sum of contribution of events > t,-880,0.0,0.0
Sum of contribution of events ≤ t,-880,7.450580596923828e-12,0.0
Sum of contribution of events > t,-881,0.0,0.0
Sum of contribution of events ≤ t,-881,7.450580596923828e-12,0.0
Sum of contribution of events > t,-882,0.0,0.0
Sum of contribution of events ≤ t,-882,7.450580596923828e-12,0.0
Sum of contribution of events > t,-883,0.0,0.0
Sum of contribution of events ≤ t,-883,7.450580596923828e-12,0.0
Sum of contribution of events > t,-884,0.0,0.0
Sum of contribution of events ≤ t,-884,7.450580596923828e-12,0.0
Sum of contribution of events > t,-885,0.0,0.0
Sum of contribution of events ≤ t,-885,7.450580596923828e-12,0.0
Sum of contribution of events > t,-886,0.0,0.0
Sum of contribution of events ≤ t,-886,7.450580596923828e-12,0.0
Sum of contribution of events > t,-887,0.0,0.0
Sum of contribution of events ≤ t,-887,7.450580596923828e-12,0.0
Sum of contribution of events > t,-888,0.0,0.0
Sum of contribution of events ≤ t,-888,7.450580596923828e-12,0.0
Sum of contribution of events > t,-889,0.0,0.0
Sum of contribution of events ≤ t,-889,7.450580596923828e-12,0.0
Sum of contribution of events > t,-890,0.0,0.0
Sum of contribution of events ≤ t,-890,7.450580596923828e-12,0.0
Sum of contribution of events > t,-891,0.0,0.0
Sum of contribution of events ≤ t,-891,7.450580596923828e-12,0.0
Sum of contribution of events > t,-892,0.0,0.0
Sum of contribution of events ≤ t,-892,7.450580596923828e-12,0.0
Sum of contribution of events > t,-893,0.0,0.0
Sum of contribution of events ≤ t,-893,7.450580596923828e-12,0.0
Sum of contribution of events > t,-894,0.0,0.0
Sum of contribution of events ≤ t,-894,7.450580596923828e-12,0.0
Sum of contribution of events > t,-895,0.0,0.0
Sum of contribution of events ≤ t,-895,7.450580596923828e-12,0.0
Sum of contribution of events > t,-896,0.0,0.0
Sum of contribution of events ≤ t,-896,7.450580596923828e-12,0.0
Sum of contribution of events > t,-897,0.0,0.0
Sum of contribution of events ≤ t,-897,7.450580596923828e-12,0.0
Sum of contribution of events > t,-898,0.0,0.0
Sum of contribution of events ≤ t,-898,7.450580596923828e-12,0.0
Sum of contribution of events > t,-899,0.0,0.0
Sum of contribution of events ≤ t,-899,7.450580596923828e-12,0.0
Sum of contribution of events > t,-900,0.0,0.0
Sum of contribution of events ≤ t,-900,7.450580596923828e-12,0.0
Sum of contribution of events > t,-901,0.0,0.0
Sum of contribution of events ≤ t,-901,7.450580596923828e-12,0.0
Sum of contribution of events > t,-902,0.0,0.0
Sum of contribution of events ≤ t,-902,7.450580596923828e-12,0.0
Sum of contribution of events > t,-903,0.0,0.0
Sum of contribution of events ≤ t,-903,7.450580596923828e-12,0.0
Sum of contribution of events > t,-904,0.0,0.0
Sum of contribution of events ≤ t,-904,7.450580596923828e-12,0.0
Sum of contribution of events > t,-905,0.0,0.0
Sum of contribution of events ≤ t,-905,7.450580596923828e-12,0.0
Sum of contribution of events > t,-906,0.0,0.0
Sum of contribution of events ≤ t,-906,7.450580596923828e-12,0.0
Sum of contribution of events > t,-907,0.0,0.0
Sum of contribution of events ≤ t,-907,7.450580596923828e-12,0.0
Sum of contribution of events > t,-908,0.0,0.0
Sum of contribution of events ≤ t,-908,7.450580596923828e-12,0.0
Sum of contribution of events > t,-909,0.0,0.0
Sum of contribution of events ≤ t,-909,7.450580596923828e-12,0.0
Sum of contribution of events > t,-910,0.0,0.0
Sum of contribution of events ≤ t,-910,7.450580596923828e-12,0.0
Sum of contribution of events > t,-911,0.0,0.0
Sum of contribution of events ≤ t,-911,7.450580596923828e-12,0.0
Sum of contribution of events > t,-912,0.0,0.0
Sum of contribution of events ≤ t,-912,7.450580596923828e-12,0.0
Sum of contribution of events > t,-913,0.0,0.0
Sum of contribution of events ≤ t,-913,7.450580596923828e-12,0.0
Sum of contribution of events > t,-914,0.0,0.0
Sum of contribution of events ≤ t,-914,7.450580596923828e-12,0.0
Sum of contribution of events > t,-915,0.0,0.0
Sum of contribution of events ≤ t,-915,7.450580596923828e-12,0.0
Sum of contribution of events > t,-916,0.0,0.0
Sum of contribution of events ≤ t,-916,7.450580596923828e-12,0.0
Sum of contribution of events > t,-917,0.0,0.0
Sum of contribution of events ≤ t,-917,7.450580596923828e-12,0.0
Sum of contribution of events > t,-918,0.0,0.0
Sum of contribution of events ≤ t,-918,7.450580596923828e-12,0.0
Sum of contribution of events > t,-919,0.0,0.0
Sum of contribution of events ≤ t,-919,7.450580596923828e-12,0.0
Sum of contribution of events > t,-920,0.0,0.0
Sum of contribution of events ≤ t,-920,7.450580596923828e-12,0.0
Sum of contribution of events > t,-921,0.0,0.0
Sum of contribution of events ≤ t,-921,7.450580596923828e-12,0.0
Sum of contribution of events > t,-922,0.0,0.0
Sum of contribution of events ≤ t,-922,7.450580596923828e-12,0.0
Sum of contribution of events > t,-923,0.0,0.0
Sum of contribution of events ≤ t,-923,7.450580596923828e-12,0.0
Sum of contribution of events > t,-924,0.0,0.0
Sum of contribution of events ≤ t,-924,7.450580596923828e-12,0.0
Sum of contribution of events > t,-925,0.0,0.0
Sum of contribution of events ≤ t,-925,7.450580596923828e-12,0.0
Sum of contribution of events > t,-926,0.0,0.0
Sum of contribution of events ≤ t,-926,7.450580596923828e-12,0.0
Sum of contribution of events > t,-927,0.0,0.0
Sum of contribution of events ≤ t,-927,7.450580596923828e-12,0.0
Sum of contribution of events > t,-928,0.0,0.0
Sum of contribution of events ≤ t,-928,7.450580596923828e-12,0.0
Sum of contribution of events > t,-929,0.0,0.0
Sum of contribution of events ≤ t,-929,7.450580596923828e-12,0.0
Sum of contribution of events > t,-930,0.0,0.0
Sum of contribution of events ≤ t,-930,7.450580596923828e-12,0.0
Sum of contribution of events > t,-931,0.0,0.0
Sum of contribution of events ≤ t,-931,7.450580596923828e-12,0.0
Sum of contribution of events > t,-932,0.0,0.0
Sum of contribution of events ≤ t,-932,7.450580596923828e-12,0.0
Sum of contribution of events > t,-933,0.0,0.0
Sum of contribution of events ≤ t,-933,7.450580596923828e-12,0.0
Sum of contribution of events > t,-934,0.0,0.0
Sum of contribution of events ≤ t,-934,7.450580596923828e-12,0.0
Sum of contribution of events > t,-935,0.0,0.0
Sum of contribution of events ≤ t,-935,7.450580596923828e-12,0.0
Sum of contribution of events > t,-936,0.0,0.0
Sum of contribution of events ≤ t,-936,7.450580596923828e-12,0.0
Sum of contribution of events > t,-937,0.0,0.0
Sum of contribution of events ≤ t,-937,7.450580596923828e-12,0.0
Sum of contribution of events > t,-938,0.0,0.0
Sum of contribution of events ≤ t,-938,7.450580596923828e-12,0.0
Sum of contribution of events > t,-939,0.0,0.0
Sum of contribution of events ≤ t,-939,7.450580596923828e-12,0.0
Sum of contribution of events > t,-940,0.0,0.0
Sum of contribution of events ≤ t,-940,7.450580596923828e-12,0.0
Sum of contribution of events > t,-941,0.0,0.0
Sum of contribution of events ≤ t,-941,7.450580596923828e-12,0.0
Sum of contribution of events > t,-942,0.0,0.0
Sum of contribution of events ≤ t,-942,7.450580596923828e-12,0.0
Sum of contribution of events > t,-943,0.0,0.0
Sum of contribution of events ≤ t,-943,7.450580596923828e-12,0.0
Sum of contribution of events > t,-944,0.0,0.0
Sum of contribution of events ≤ t,-944,7.450580596923828e-12,0.0
Sum of contribution of events > t,-945,0.0,0.0
Sum of contribution of events ≤ t,-945,7.450580596923828e-12,0.0
Sum of contribution of events > t,-946,0.0,0.0
Sum of contribution of events ≤ t,-946,7.450580596923828e-12,0.0
Sum of contribution of events > t,-947,0.0,0.0
Sum of contribution of events ≤ t,-947,7.450580596923828e-12,0.0
Sum of contribution of events > t,-948,0.0,0.0
Sum of contribution of events ≤ t,-948,7.450580596923828e-12,0.0
Sum of contribution of events > t,-949,0.0,0.0
Sum of contribution of events ≤ t,-949,7.450580596923828e-12,0.0
Sum of contribution of events > t,-950,0.0,0.0
Sum of contribution of events ≤ t,-950,7.450580596923828e-12,0.0
Sum of contribution of events > t,-951,0.0,0.0
Sum of contribution of events ≤ t,-951,7.450580596923828e-12,0.0
Sum of contribution of events > t,-952,0.0,0.0
Sum of contribution of events ≤ t,-952,7.450580596923828e-12,0.0
Sum of contribution of events > t,-953,0.0,0.0
Sum of contribution of events ≤ t,-953,7.450580596923828e-12,0.0
Sum of contribution of events > t,-954,0.0,0.0
Sum of contribution of events ≤ t,-954,7.450580596923828e-12,0.0
Sum of contribution of events > t,-955,0.0,0.0
Sum of contribution of events ≤ t,-955,7.450580596923828e-12,0.0
Sum of contribution of events > t,-956,0.0,0.0
Sum of contribution of events ≤ t,-956,7.450580596923828e-12,0.0
Sum of contribution of events > t,-957,0.0,0.0
Sum of contribution of events ≤ t,-957,7.450580596923828e-12,0.0
Sum of contribution of events > t,-958,0.0,0.0
Sum of contribution of events ≤ t,-958,7.450580596923828e-12,0.0
Sum of contribution of events > t,-959,0.0,0.0
Sum of contribution of events ≤ t,-959,7.450580596923828e-12,0.0
Sum of contribution of events > t,-960,0.0,0.0
Sum of contribution of events ≤ t,-960,7.450580596923828e-12,0.0
Sum of contribution of events > t,-961,0.0,0.0
Sum of contribution of events ≤ t,-961,7.450580596923828e-12,0.0
Sum of contribution of events > t,-962,0.0,0.0
Sum of contribution of events ≤ t,-962,7.450580596923828e-12,0.0
Sum of contribution of events > t,-963,0.0,0.0
Sum of contribution of events ≤ t,-963,7.450580596923828e-12,0.0
Sum of contribution of events > t,-964,0.0,0.0
Sum of contribution of events ≤ t,-964,7.450580596923828e-12,0.0
Sum of contribution of events > t,-965,0.0,0.0
Sum of contribution of events ≤ t,-965,7.450580596923828e-12,0.0
Sum of contribution of events > t,-966,0.0,0.0
Sum of contribution of events ≤ t,-966,7.450580596923828e-12,0.0
Sum of contribution of events > t,-967,0.0,0.0
Sum of contribution of events ≤ t,-967,7.450580596923828e-12,0.0
Sum of contribution of events > t,-968,0.0,0.0
